10151475870412592_10052349	Kaylee Cox
10151373221772592_9504495	Yeeeeeeeeeeeeeeeeeehaaaaaaaaaaaaaaaa!!!!!Throw Da Jackpot!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
10151373221772592_9509500	aww.. qe liindo...
10151368188367592_9411967	Haha aww
10151368188367592_9411973	bafoy!
10151368188367592_9411994	My babieees ^o^ <3
10151368188367592_9412064	Jayda Day
10151368188367592_9412082	Woooo
10151368188367592_9412451	hahaha
10151368188367592_9412632	Whaaaaaaa!?!?
10151368188367592_9412812	:X
10151368188367592_9413167	mwa mwa mwa mwa hahahaha
10151368188367592_9413246	aaww :)
10151368188367592_9413616	yeahhh
10151368188367592_9413764	Eva Le hahahahahaha totes!
10151368188367592_9414229	whaaaa?
10151368188367592_9414401	haha mioooooo hahaha mioooooo Hahahahaha baka  mioooooo Hahahahaha
10151368188367592_9414665	hahahaha :D
10151368188367592_9417245	Awwww
10151368188367592_9420734	Lol!!! Ay friend y si!!!  hahahahhhaahahaha so funny!!! Martha Perez Joanne Abreu
10151368188367592_9421500	haha!!!!
10151358900552592_9346658	~WICKED~GRU~!!!!!
10151358900552592_9347330	no puedo aguantar maaaaaaaaaas!!!!!!!!!!! ya quiero verla XD
10151357593987592_9337620	awwww ñññ!!!!
10151357593987592_9337663	Haha!
10151357593987592_9337773	LOL! xD
10151357593987592_9338102	i  madly <3 U, Mr Gru !
10151357593987592_9338596	Madi Roswog hahha
10151357593987592_9339353	i wanna see it
10151357593987592_9339388	Hahaha agnus is so cute.
10151357593987592_9340767	yeah hahahaa
10151357593987592_9340886	ba-ba-baaaa-ba-banana
10151357593987592_9354140	Hahaha!
10151357593987592_9354956	.....awkward.......
10151357593987592_9411394	want it so bad
10151356679127592_9327927	I'm having a bad bad day... whaaaaaaaaattttt?!
10151356679127592_9334942	Ahaaa cool
10151356679127592_9440474	Bananaaaaaaaaa!!! :-D
10151354936607592_9313204	sooo like my sister! hahahaha. .
10151354936607592_9313458	is a bad bad me
10151354936607592_9314472	HahahahahahahahA
10151354936607592_9314881	Haha...so true
10151354936607592_9325316	Hahahahahhahah
10151354936607592_9340778	hahahahahe
10151349338522592_9279590	Today is my. Birthday. 
10151349338522592_9279591	Abby Madden
10151349338522592_9279688	looool
10151349338522592_9283507	Gru, you are good! ;)
10151349338522592_9615056	Isra XD
10151348454597592_9273423	ahyeah..!
10151348454597592_9273467	yaaay!
10151348454597592_9274503	AWESOME!!!!
10151348454597592_9274813	YAY!!! :D:D
10151348454597592_9275344	I <3 MIRANDA COSGROVE SO MUCH <3
10151348454597592_9275577	Yay!!!! :D
10151348454597592_9278493	Yaaaaayyyy
10151346803897592_9261919	We share the same birthday!
10151346803897592_9261975	happy birthday day
10151346803897592_9261986	happy birthday
10151346803897592_9262012	Happy birthday, girl!  You do an awesome job!
10151346803897592_9262015	Happy birthday....
10151346803897592_9262030	Omkar Ram
10151346803897592_9262033	HAPPY BIRTHDAY GIRLY U ROCK AT WHAT YOU DO :)))) 
10151346803897592_9262043	happy birthday !
10151346803897592_9262090	happy birthday
10151346803897592_9262097	HAPPY BIRTHDAY!!!
10151346803897592_9262136	اhappy birthday
10151346803897592_9262146	happy birthday 
10151346803897592_9262151	happy birthday
10151346803897592_9262165	hbd
10151346803897592_9262192	happy bday kido.
10151346803897592_9262202	Awww happy birthday!
10151346803897592_9262229	Hbd
10151346803897592_9262232	happy birthday!
10151346803897592_9262303	Happy birthday :)
10151346803897592_9262307	Happy birthday!!;)
10151346803897592_9262310	HAPPY BIRTHDAY!
10151346803897592_9262356	HAPPY BIRTHDAY!
10151346803897592_9262365	Awww :">
10151346803897592_9262369	hbdy
10151346803897592_9262449	happy birthday
10151346803897592_9262476	oooo....how cutE!!!!!!!...<3 <3 <3!
10151346803897592_9262541	Happy birthday!!
10151346803897592_9262546	Happy birthday <3 :)
10151346803897592_9262667	Happy birthday!!!!!!!!!!!!!!
10151346803897592_9262688	Today is my birthday too :3
10151346803897592_9262760	happy birthday
10151346803897592_9262764	happy birthday!
10151346803897592_9262785	ITS. SOOOoo... FLUFFY!!!!!!!!
10151346803897592_9262802	happy birthday
10151346803897592_9262877	Happy birthday !
10151346803897592_9262890	happy birthday!!
10151346803897592_9262906	Happy birthday !!!!!!!!
10151346803897592_9262915	Happy birthday!! ;)
10151346803897592_9262926	Cool happy b day! :))))
10151346803897592_9262934	HAPPY BIRTHDAY :)
10151346803897592_9263024	happy birthday!
10151346803897592_9263093	Happy birthday!!!
10151346803897592_9263179	Funny. Cux its my birthday too lol
10151346803897592_9263229	Today
10151346803897592_9263320	Happy birthday!
10151346803897592_9263344	Happy birthday :)
10151346803897592_9263352	Woo hoo! We share a birthday. Awesome :P.
10151346803897592_9263733	Ayesha Zia
10151346803897592_9263764	Haappy birthday
10151346803897592_9264039	HAPPY BIRTHDAY!!!!!!
10151346803897592_9264312	Happy birthday 
10151346803897592_9264334	Awwww......
10151346803897592_9264551	Happy birthday!!!<3
10151346803897592_9264699	Happy birthday :)
10151346803897592_9264721	Happy birthday!!!
10151346803897592_9265039	Happy birthday!
10151346803897592_9265166	Happy birthday !!!!!!  :D
10151346803897592_9265189	happy birthday:*
10151346803897592_9265444	HAPPY BIRTHDAY!!!!!
10151346803897592_9265509	awww...
10151346803897592_9265743	happy birthday ^_^
10151346803897592_9265745	happy birthday
10151346803897592_9265799	happy birthday!
10151346803897592_9265813	happy bday kid
10151346803897592_9265874	Happy birthday.
10151346803897592_9266030	happy birthday :)
10151346803897592_9266045	happy birthday to u.......
10151346803897592_9266130	Happy b-day to uuuuuu
10151346803897592_9266450	Happy birthday!!!!
10151346803897592_9266914	happy birthday :)
10151346803897592_9267021	happy birthday
10151346803897592_9267598	happy birthday!
10151346803897592_9267637	happy birthday! :D
10151346803897592_9267706	happy birtday ! to you :)
10151346803897592_9274706	hapy b day
10151346803897592_9278713	Haha :D
10151346803897592_9282877	HAPPY BIRTHDAY!
10151346803897592_9286406	AGNES!!!!!MY WAIFU!!!
10151346803897592_9287609	Aww!
10151346803897592_9304711	(Y)
10151346803897592_9738404	awwwwwwwwww boooo looks soooooooooo cuteeeeeeeeeeeeeeeeee
10151345779257592_25553663	bananaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
10151345779257592_25553677	heyy
10151345779257592_25553819	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa <3
10151345779257592_25553831	Bbbbbbaaaaaaaannnnnnnnaaaaaaaaaannnnnnnnnnn!!!!!!!!
10151345779257592_25553967	Wanna See you....:(
10151345779257592_25554584	"wwaaaattt>.?"
10151345779257592_25555233	Ryan Mancini ahahahahha whaaaaaaat!?
10151345779257592_25555302	I want a minion soooooo bad!
10151345779257592_25558920	whaaaaaaaat???
10151345779257592_25559272	oooooo
10151345779257592_25559340	wowwwwwwwwwww :D :)))))))))))))))
10151345779257592_25571350	vay khodaye man
10151345779257592_25582001	ha
10151345779257592_25585779	hahaha
10151344757337592_9244898	xDD
10151344757337592_9245074	awwwwwwwwwwww ke lindooooooooooooooooooooooooooo
10151344757337592_9246822	ahahhaha cute
10151344757337592_9715996	hahaha cute!
10151339830222592_9209855	hahahaha! is soo fune hahaha!
10151339830222592_9209882	Sarah Camargo Rebeca Camargo <3 hahaha
10151339830222592_9209979	banana ba ba naa bababa ba ab naa baba ab ba ab naa lalala oh potatoooooooo ba na na nana nana nanan ana nanan nana nanaahaahahhaahahhahah dush
10151339830222592_9210044	yaaaaaaayyyyyy cant wait
10151339830222592_9210047	hahaha
10151339830222592_9210188	Ha ha ha
10151339830222592_9210231	part 1 banana ...part 2 dooo beee dooo beeee dooo beee =)
10151339830222592_9211258	ha
10151339830222592_9211814	Ha ha!
10151339830222592_9213135	bababababanana bananaaaaaaaaa potatonaaaaaaaaaabananaaaaaaaaaa tokalinopotatoni kalimanomanikanojikababa babananaaaaaaaaaaaaaaaaaaaaaaaaaaaa!
10151339830222592_9216886	Cute haaa
10151339830222592_9217527	haha sweeet!
10151339830222592_9217853	so cute haha
10151339830222592_9234355	Samw to you ma!  HAPPY EASTER!
10151339830222592_9238938	hahahahahahahahah cute
10151338374067592_9201311	BEE DO BEE DO BEE DO BEE DO!!
10151338374067592_9201327	OH YEAH!!!!!
10151338374067592_9201373	OH YEAH!!!!!!!!
10151338374067592_9201378	o yeeaaaaaaaaaaaa!!!!!
10151338374067592_9201393	OH YEAH.....
10151338374067592_9201415	yeeeeeeeeeeeeeha!
10151338374067592_9201416	o yeh hhhhhhhhhhhh
10151338374067592_9201638	OH YEAH!
10151338374067592_9201643	OOO YEAH !!!!!!!!!!!
10151338374067592_9201656	oh yeaaaaaaaah Eva W Kh Lamia Hanna
10151338374067592_9201784	Oh yeah
10151338374067592_9201800	oohhh yeah squid gun
10151338374067592_9201843	Ooo yeaah
10151338374067592_9201885	Boo yah
10151338374067592_9202086	Oh, yeah, shrink ray!
10151338374067592_9202197	OH YEAH!
10151338374067592_9202204	Hahaha yes
10151338374067592_9202268	lolxx :D
10151338374067592_9202283	ooo yaaaa
10151338374067592_9202296	ooo yea.. piranha gun xD
10151338374067592_9202385	Oh YEAH!!
10151338374067592_9202395	Pirrana gun Ohhhh yeaaaaaaaaaaaaah Safaa Mourabit LOL
10151338374067592_9202424	OOHH YEAH!!!
10151338374067592_9202501	Oh yeah.lol
10151338374067592_9203752	OH YEEAAAH!
10151338374067592_9204158	Oh YEAH !
10151338374067592_9204167	OH YEAH!!! haha funny
10151338374067592_9204277	WHERE YOUR BORN SUIT
10151338374067592_9204544	his sooooooo fat!
10151338374067592_9204637	hahahahaha!!!
10151338374067592_9207337	ooooooooooooooooooh YEAH! V
10151338374067592_9210450	yay!
10151338374067592_9213021	 ....." OOOHHH YYEEEAAAHHH !!
10151338374067592_9216904	Ooyyeee..
10151338374067592_9216965	Ooooohhhh yeahhh
10151338374067592_9217991	big head
10151338374067592_9219052	owww yeeeaaahhh!!!!!!!!!!!!!
10151338374067592_9226063	ahaaann..:P
10151338374067592_9237333	hahaha.. pyjamas:P
10151338374067592_9256306	aaaaaaaaa vector
10151338374067592_9269891	ooo yeeyyyyy... he my fav
10151338374067592_9299416	Ow.yeaaaaah
10151338374067592_9372120	ooooh YEAH!!
10151338374067592_9517705	oyeaaaaaaaahhhhhhhhhhhh
10151338374067592_9549095	Ooooyyyyeeeeaaaahhhhh...
10151338374067592_9887026	Safa Khan
10151337120202592_9191695	Yay!
10151337120202592_9191733	YAY!!
10151337120202592_9191755	WOOO HOOO!!!!!
10151337120202592_9191844	Wooo hoo
10151337120202592_9192216	W0000hohooooooo
10151337120202592_9192339	Beedo. Beedo. Beedo!
10151337120202592_9192368	Hahahahah
10151337120202592_9194413	awwwee
10151337120202592_9195979	yeaaaahhhhhhh..
10151337120202592_9203553	ooooh!
10151337120202592_9203758	ITS DISPCIBLE ME 2!
10151337120202592_9210355	Whhaaaattt? Noooo wayy!
10151337120202592_9210445	ha
10151335750077592_9179873	hahahaha Agnes <3 <3
10151335750077592_9179915	yay!!!
10151335750077592_9179970	Ha ha ha ha ha ha
10151335750077592_9180646	aww
10151335750077592_9186877	wo wooo wooowww.....!!! :)
10151335750077592_9192972	Rachita: hahah
10151335750077592_9193043	haha his nose
10151335750077592_9194531	Haha! ( ´ ▽ ` )
10151335750077592_9199072	hahahahaa
10151335750077592_9210451	ha
318452341614789_1526261	aaaaaaaaaaawn :3 I wanna go <3 _<3
10151330664562592_9157060	Hahahaha
10151330664562592_9157090	hahaha
10151330664562592_9157100	lol.... good gun
10151330664562592_9157139	I can't wait!! Yaaaa!!
10151330664562592_9157142	booms away
10151330664562592_9157146	I can't wait Yaaaaa!!!!!! 
10151330664562592_9157213	Hahahaha
10151330664562592_9157312	Michael Olka  lol
10151330664562592_9157348	haha
10151330664562592_9157547	haaaaaa hahahaha
10151330664562592_9157887	Amir Zano Abd Elfttah Ahmed Mohamed Yahia
10151330664562592_9158320	yeeeaa!
10151330664562592_9158368	hhahahaha fart gun Ali Majaz
10151330664562592_9158375	Hahaha i know ...epic
10151330664562592_9158532	HaaaaaaaaAAAAAAAAAAAA
10151330664562592_9159047	Hahaha xo funny
10151330664562592_9159075	haahhaah cute
10151330664562592_9159238	Harshada Kulkarni Sequel is coming soon!!! :D
10151330664562592_9159263	Cute hahahahahahahah (:
10151330664562592_9159406	Gabby
10151330664562592_9159512	Haha!! ^_^
10151330664562592_9160095	haha
10151330664562592_9160710	Haha
10151330664562592_9160876	hahahahha :D can't wait!
10151330664562592_9161354	hahaha...
10151330664562592_9161514	hahahahahaha
10151330664562592_9162999	AWESOME!!!!!!!!!!!!!!!!!!!!!
10151330664562592_9174537	bad
10151330664562592_9175662	hahaha
10151330664562592_9191419	Saad Ali :P
10151330664562592_9201520	ha ha
10151330664562592_9210455	ha ha ha ha ha
10151330664562592_9755178	XD
10151330420587592_9148006	Whaaaaaaaattt???
10151330420587592_9148030	hahaha
10151330420587592_9148070	wanna see!!
10151330420587592_9148079	heyyy :X
10151330420587592_9148115	hahah wiii!! quieroo verlaaaa
10151330420587592_9148118	yay!!! MINIONS!!!!!
10151330420587592_9148135	yay!!!
10151330420587592_9148251	Sugooooi
10151330420587592_9148308	o ya
10151330420587592_9148406	bwah?/ WHO DAT?? O.O
10151330420587592_9148987	Minion: Whaaaaaaa?
10151330420587592_9149126	Whaaaaat no way
10151330420587592_9153857	aaah
10151330420587592_9155924	I'm sooooooo excited
10151330213927592_9146459	I was right! Booyah! :D
10151330213927592_9146515	:X
10151330213927592_9146522	Awesome!! Bananaaaa!!!!!
10151330213927592_9146613	No Pittsburgh, Pa?    Whhaaaaaaa?   Whhhhhyyyy?
10151330213927592_9146615	Ob yeah!
10151330213927592_9146811	Whoo!! ^^
10151330213927592_9147100	Alexa Goldhar
10151330213927592_9147320	Haa Haa
10151330213927592_9147542	YEAH MAN!!!
10151330213927592_9147617	ba-boy? oooohhh ba-boy!!
10151330213927592_9147697	Oh emm geehhh Dorothy Waka Weishaar
10151330213927592_9147716	Wiiii!!
10151330213927592_9147739	BeeeDooooo!!!! BeeeeeDooooo!!!!!! BeeeDooooo!!!! BeeeeeDooooo!!!!!! BeeeDooooo!!!! BeeeeeDooooo!!!!!!
10151330213927592_9147872	Québec city, Canada!! pleeeaaase :D
10151330213927592_9148588	Yeeahhhh!!!
10151330213927592_9149529	Michigan woo hoo ^.^
10151330213927592_9149807	hahahaha.. so funny
10151330213927592_9158400	Bombs Away !!!
10151330213927592_9227469	hahaha very funny L
10151329306012592_9139026	ahahaahahha <3
10151329306012592_9139041	:) hahahahahaha
10151329306012592_9139052	Amber Mallon hahahahahahahahahaha
10151329306012592_9139086	jiaghahahaha ....
10151329306012592_9139128	XD
10151329306012592_9139138	Tara Holdsman hahahaha
10151329306012592_9139158	Haha lmao (^_^)
10151329306012592_9139256	Wee-woo wee-woo wee-woo WEE-WOO WEE-OOO!!! Kayla Shawn Daniels Lol
10151329306012592_9139285	xD BEST ONE
10151329306012592_9139393	buahahaha!! Oh God I laughed so hard! beee-do beeee-do... LOL
10151329306012592_9139546	hahhahahahaha bee do bee do :D
10151329306012592_9139556	) hkoo u
10151329306012592_9139574	Be boo be boo
10151329306012592_9139693	hahaha...
10151329306012592_9139742	BEE DOO BEE DOOO
10151329306012592_9139809	MINION!!!!!
10151329306012592_9139830	cute haha
10151329306012592_9139882	Haha bowiwow
10151329306012592_9140015	Is fonny hahaha
10151329306012592_9140040	Oh yeah
10151329306012592_9140257	Dorothy Waka Weishaar
10151329306012592_9141156	yey! :)
10151329306012592_9141606	Awww
10151329306012592_9141944	Hahahahahaha !! cute !!!
10151329306012592_9141981	ahahahahah so funny :D :D :D
10151329306012592_9142637	Afshar
10151329306012592_9143147	hahha
10151329306012592_9143335	bottom ahhhahahahahaha
10151329306012592_9143406	Marina Filth aaaaaaaaaaaxaxaxaxxaxaxaxax <3
10151329306012592_9143600	xDDD
10151329306012592_9144864	hahahahaha que lindooooooooooo :) Javier Camilo
10151329306012592_9146955	hahaha
10151329306012592_9150146	bee do bee do bee do bee do bee do lmao hahahahaha
10151329306012592_9156509	Hahaha!!
10151329306012592_9160157	yeah...BEE-DO BEE-DO...
10151329306012592_9162962	AHwAHAHA..
10151329306012592_9188595	tooo funny
10151329306012592_9198763	bee-do bee-do bee-do bee-do
10151329306012592_9199271	awwhaha
10151329306012592_9210949	Hahaha
10151329306012592_9278374	bhbjhbkjbhbhblhbbhbkjfiyhlkjbyugunxeuim
10151329306012592_9314377	wi-do wi do -wi do la ambulancia bomba.
10151329306012592_9397094	beeeee doooooo beeeee doooooo
10151329306012592_9632338	Awwwww
10151329306012592_10044961	hahaha
10151328985102592_9135225	Yellow guys
10151328985102592_9135350	yellow guy
10151328985102592_9135366	torpedo says go boom D: !!!
10151328985102592_9136144	air balloon
10151328985102592_9136495	shrink ray
10151328985102592_9136642	idk o.O
10151328985102592_9136792	MINION!
10151328985102592_9136984	Subway!
10151328985102592_9137084	a boom
10151328985102592_9137607	idk
10151328985102592_9137713	Idk
10151328985102592_9138148	MINION!
10151328985102592_9138183	idk
10151328985102592_9138668	booooo
10151328985102592_9138784	I seee aa : ROCKET??
10151328985102592_9139758	Yellow guy@!!!
10151328985102592_9140224	bee do bee do bee do
10151328985102592_9140371	MINIOOOOON!! ^3^
10151328985102592_9141375	shrink ray!!!! muaaaaaaahahahahahahaha!!!
10151328985102592_9146827	idk
611106885569534_7359052	Whaaaaaaatt??
611106885569534_7359094	Yay!!!! Can't WAIT!!!
611106885569534_7359107	Yay!!!!!
611106885569534_7359118	fab............hahaha....
611106885569534_7359182	Yaaaay i can't wait to see it!!!!:)
611106885569534_7359231	so she bad?? ;)
611106885569534_7359257	Lucas Koonal Sabo Walsh
611106885569534_7359273	So... good guys huh? AWESOME
