419551477591_2817332	this is literature?
140938119256387_1071490	they are so cute! They even understood the baby giving commands! <3 <3 <3
140938119256387_1071499	Kids have facebooks??
140938119256387_1071502	If kids are reading this, they're doing so against the ToS (have to be 13 to get an account) and the parents of said kids should be ashamed of themselves.
140938119256387_1071518	So STOP SAYING THAT YOUR FIRST SECOND OR THIRD IT IS CHILDISH. JUST BECAUSE YOU SAW THE LINK DOESN'T MEAN YOU ARE FIRST. DAMN FEELS LIKE I'M BACK IN SCHOOL Damn morons Go ahead & flag me i don't care
140938119256387_1071527	Yes kids have FB! My daughter is 14! And doesn't need jacka$$ punks like yourself cussing on a cartoon FB page!
140938119256387_1071544	im 14 but i know some peoples who like 12 that has fb
140938119256387_1071574	tis is the best one in a long time!!!!
140938119256387_1071600	I love these guys.  Will be taking the grandsons to the movie just so I can go.  :)
140938119256387_1071627	its even comming to threatures on my 21 birthday. sweet. lolo
140938119256387_1071680	I gotta see this movie. The Minions are just too funny!
140938119256387_1071682	Perhaps we could simply IGNORE the "Firsters" and comment instead on the Minions at hand? :-)
140938119256387_1071794	This is really cute
140938119256387_1071897	" you actually like this?! " "this is garbage "
140938119256387_1071985	Kids on Fb ROF LMFAO 
140938119256387_1072272	JustREAD ! This isnt fake. apparently if u copy and paste this to ten people in the ne t ten minutes u will have the best day of ur life tomorrow. u will either get kissed or asked out, if u break this chain u will see a little dead girl in ur room tonight. in 53 mins someone will say i love you or im sorry or i wanna go out with yo
140938119256387_1072278	They're a little off on some of their actions.
140938119256387_1072331	JustREAD ! This isnt fake. apparently if u copy and paste this to ten people in the ne t ten minutes u will have the best day of ur life tomorrow. u will either get kissed or asked out, if u break this chain u will see a little dead girl in ur room tonight. in 53 mins someone will say i love you or im sorry or i wanna go out with yo
140938119256387_1072340	ONcE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house. They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... See More... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living roomThey went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died
140938119256387_1072525	yes my own little minions mwah ha hahaaha!!
140938119256387_1072610	Its so fluffy.  I luv it
140938119256387_1072739	I need some Minions
140938119256387_1072745	some people seem like they're trying too hard to be random or funny. newsflash your not. (: and btw we're not in grade school chain letters aren't real. lol
140938119256387_1072757	umm how about 1,000,000 dollars?
140938119256387_1077705	I saw that commercial where Jillian Michaels had the minions working out and she was holding a banana and when she started talking about the banana's nutritional value, all the minions started saying " banana!"
140938119256387_1143211	cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house. They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
849101327005_1989435	SHE IS SO CUTE
849101327005_1989440	fav part!! cant wait for the movie!!!
849101327005_1989441	fav part!! cant wait for the movie!!!
849101327005_1989445	def wnna go see this moviee ,
849101327005_1989446	I <3 this !! 
849101327005_1989447	I want to c the movie sooo bad! It's so Fluffy!
849101327005_1989455	Minions!
849101327005_1989457	that is soooo funny
849101327005_1989469	I cant wait to see this ITS SO FLUFFY LOL
849101327005_1989470	Fluffy is good ...
849101327005_1989471	me too i luv that part
849101327005_1989475	Love that little girl!!!
849101327005_1989476	That Is SOOOO Cute And Funny <3
849101327005_1989480	I've been yelling this for weeks!  Can't wait for Friday!
849101327005_1989483	I cannot wait to see this movie!! it looks AWESOME! (and fluffy! - lol)
849101327005_1989484	This is my text message ringtone!!! I LOVE IT!  Can't wait till Friday.  My kids think I am crazy.
849101327005_1989486	Me and my daughter have watched this video over and over again. We cant wait for it to come out either!!
849101327005_1989488	Wow ...
849101327005_1989489	so can't wait to c, I'm worse than my 6 yr old
849101327005_1989492	me too i waiting ths movie so badly!!
849101327005_1989493	cant wait to see it
849101327005_1989498	that is so funny
849101327005_1989499	Very nice shot!!!
849101327005_1989501	it's so FLUFFY!!
849101327005_1989503	!!!IT'S SO FLUFFY!!
849101327005_1989504	Icnt wait to c this Haha it's so fluffy
849101327005_1989506	LOL AWESOME!!!"ITS SO FLUFFY!!!!!"
